Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
282,2,0,1,1.0021480308461783,0,0,1,1.0597410263840643,2018,5,9,2,0,0,0,3.28252509474654,0,0
283,2,0,0,1.0027112750502023,0,0,1,1.0832531107530508,2018,6,28,2,0,0,0,2.8081007107093807,0,0
284,2,0,0,1.0027112750502023,0,0,1,1.0666111519820236,2018,3,9,2,0,0,0,2.825660933540268,0,0
292,2,0,1,1.0,1,0,1,1.03087179388849,2018,8,22,2,0,0,0,3.439790628250393,1,0
295,2,0,2,1.0,1,0,1,1.0773905361524017,2018,4,3,2,0,0,0,3.056705236269677,1,0
307,2,0,0,1.0013547198921082,1,0,1,1.066340191828446,2018,3,23,2,0,0,0,3.288868167986058,0,0
310,2,0,1,1.0021480308461783,1,0,1,1.0580425948254035,2018,8,1,2,0,0,0,3.4143250484737493,0,0
311,2,0,1,0.0,1,0,1,1.0470815929167574,2018,7,25,2,0,0,0,3.505453712067028,1,0
314,2,0,2,1.0031483791904372,1,0,1,1.0815497837147454,2018,7,9,2,0,0,0,3.186428185081009,0,0
318,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.2747221706220526,1,0
320,2,0,0,1.0013547198921082,2,0,1,1.0943165526350405,2018,8,18,2,0,0,0,3.2747221706220526,1,0
323,2,0,0,1.0013547198921082,1,0,1,1.0897596415005024,2018,6,17,2,0,0,0,2.942830956382712,0,0
326,2,0,0,1.0013547198921082,0,0,1,1.0616481104499145,2018,11,11,2,0,0,0,2.983192616059981,1,0
367,2,0,2,1.0021480308461783,2,0,1,1.0722720563440749,2018,6,26,2,0,0,0,3.4477482004484274,0,0
370,2,0,2,0.0,2,0,1,1.097527539836968,2018,10,23,2,0,0,0,3.2747221706220526,1,0
379,2,0,1,1.0021480308461783,0,0,1,1.0571243174574456,2018,3,3,2,0,0,0,2.9038046755133373,0,0
385,2,0,2,1.0,1,0,1,1.0730254477208,2018,6,19,2,0,0,0,3.4143250484737493,0,0
399,2,0,1,1.0013547198921082,1,0,1,1.091603806358766,2018,5,13,2,0,0,0,3.1219856413521447,0,0
401,2,0,0,1.0,1,0,1,1.0880055964442743,2018,8,12,2,0,0,0,2.990697562442441,0,0
402,2,0,2,1.0013547198921082,1,0,1,1.0873789746278193,2018,10,1,2,0,0,0,3.18457201253515,2,0
403,2,0,1,1.0013547198921082,1,0,1,1.0861389635054035,2018,9,9,2,0,0,0,3.080070288241023,0,0
410,2,0,0,1.0,1,0,1,1.0832531107530508,2018,8,6,2,0,0,0,3.2033699171173224,0,0
419,2,0,2,0.0,2,0,1,1.097527539836968,2018,10,23,2,0,0,0,3.2747221706220526,1,0
421,2,0,1,1.0021480308461783,0,0,1,1.0779518752056911,2018,11,14,2,0,0,0,2.951619996857624,2,0
427,2,0,0,1.0027112750502023,0,0,1,1.0891225498899602,2018,9,27,2,0,0,0,3.031267040118817,1,0
428,2,0,2,1.0021480308461783,1,0,1,1.077673508153682,2018,4,8,2,0,0,0,3.088166274990839,0,0
430,2,0,2,1.0027112750502023,1,0,1,1.0882348387262823,2018,9,3,2,0,0,0,3.139743887943605,1,0
435,2,0,0,1.0013547198921082,1,0,1,1.043221252497575,2018,2,16,2,0,0,0,3.088590619387661,1,0
436,2,0,0,1.0031483791904372,2,0,1,1.0886843939206197,2018,9,6,2,0,0,0,3.4212132220485216,0,0
441,2,0,1,1.0027112750502023,1,0,1,1.0812107108066829,2018,8,22,2,0,0,0,3.1326117442603185,0,0
450,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.2747221706220526,1,0
451,2,0,2,1.0,0,0,1,1.0509106679604967,2018,10,16,2,0,0,0,3.216972643091048,1,0
456,2,0,0,1.0031483791904372,1,0,1,1.0886843939206197,2018,9,6,2,0,0,0,3.4212132220485216,1,0
460,2,0,0,1.0,0,0,1,1.0712808495610828,2018,6,23,2,0,0,0,3.040825710962972,0,0
464,2,0,2,1.003505660718403,1,0,1,1.0831514585815036,2018,8,18,2,0,0,0,3.1632259168575345,0,0
466,2,0,1,1.0013547198921082,2,0,1,1.093718608471253,2018,5,13,2,0,0,0,3.1701538797227005,0,0
475,2,0,1,1.0,0,0,1,1.058483563901498,2018,9,26,2,0,0,0,3.2574289724100565,0,0
489,2,0,1,1.0021480308461783,1,0,1,1.0509106679604967,2018,2,11,2,0,0,0,3.088590619387661,0,0
491,2,0,1,1.0013547198921082,1,0,1,1.0934959654022929,2018,11,4,2,0,0,0,3.0714786556407327,0,0
497,2,0,0,1.0021480308461783,1,0,1,1.0873789746278193,2018,6,7,2,0,0,0,3.3766483753851806,0,0
513,2,0,0,1.0013547198921082,1,0,1,1.0597410263840643,2018,10,21,2,0,0,0,3.556558820077845,1,0
548,2,0,0,1.0013547198921082,2,0,1,1.0905077326652577,2018,6,15,2,0,0,0,3.253153123395572,1,0
553,2,0,1,1.0013547198921082,1,0,1,1.0704440639499124,2018,3,25,2,0,0,0,3.1622776601683795,0,0
560,2,0,2,0.0,2,0,1,1.097527539836968,2018,10,23,2,0,0,0,3.2747221706220526,1,0
562,2,0,0,1.0,1,0,1,1.056152862166997,2018,11,26,2,0,0,0,3.19343686757474,1,0
564,2,0,1,1.0021480308461783,1,0,1,1.0888316835361975,2018,9,5,2,0,0,0,3.164646704901421,0,0
572,2,0,0,1.0021480308461783,1,0,1,1.0934398555453038,2018,11,3,2,0,0,0,3.0714786556407327,0,0
577,2,0,0,1.0,0,0,1,1.0630321669729896,2018,10,19,2,0,0,0,3.2237097954706257,1,0
581,2,0,1,1.0,0,0,1,1.0515811984959769,2018,10,3,2,0,0,0,3.370136004911456,1,0
582,2,0,2,1.0031483791904372,1,0,1,1.0812107108066829,2018,6,25,2,0,0,0,2.9862952646794017,0,0
597,2,0,0,1.0013547198921082,1,0,1,1.0897596415005024,2018,6,17,2,0,0,0,2.942830956382712,0,0
600,2,0,1,1.0013547198921082,1,0,1,1.0718824758295054,2018,6,20,2,0,0,0,3.3563358016311704,0,0
601,2,0,0,1.0013547198921082,0,0,1,1.0283918194160655,2018,2,26,2,0,0,0,2.981307501301332,0,0
602,2,0,2,1.0021480308461783,1,0,1,1.0905077326652577,2018,10,23,2,0,0,0,3.116631645881022,2,0
603,2,0,0,1.0013547198921082,2,0,1,1.0910966359825327,2018,6,24,2,0,0,0,3.23114631499574,0,0
611,2,0,2,1.0031483791904372,1,0,1,1.0829463331736622,2018,7,27,2,0,0,0,3.1579205314821963,0,0
620,2,0,2,1.0,1,0,1,1.0757444682946111,2018,5,29,2,0,0,0,2.9976825011674797,1,0
628,2,0,2,1.0013547198921082,1,0,1,1.0832531107530508,2018,10,1,2,0,0,0,3.230404971293174,1,0
630,2,0,1,1.0013547198921082,1,0,1,1.0747749148008572,2018,4,4,2,0,0,0,2.990697562442441,0,0
631,2,0,0,1.0021480308461783,1,0,1,1.0907062677380963,2018,5,5,2,0,0,0,3.080070288241023,0,0
637,2,0,0,1.0013547198921082,1,0,1,1.0218971486541166,2018,4,1,2,0,0,0,3.245867180408456,0,0
643,2,0,2,1.0,1,0,1,1.0649162101680538,2018,8,28,2,0,0,0,3.2370587757938205,0,0
644,2,0,2,1.0027112750502023,1,0,1,1.0813244809751306,2018,7,10,2,0,0,0,2.9154759474226504,0,0
652,2,0,1,1.0013547198921082,1,0,1,1.0704440639499124,2018,3,25,2,0,0,0,3.1622776601683795,0,0
666,2,0,2,0.0,2,0,1,1.097527539836968,2018,10,23,2,0,0,0,3.2747221706220526,1,0
672,2,0,1,1.0,0,0,1,1.0626966554348731,2018,7,9,2,0,0,0,3.2033699171173224,0,0
675,2,0,0,1.0013547198921082,2,0,1,1.0910966359825327,2018,6,24,2,0,0,0,3.2747221706220526,1,0
688,2,0,2,1.0031483791904372,0,0,1,1.0283918194160655,2018,11,17,2,0,0,0,2.978378487274248,0,0
689,2,0,0,1.0021480308461783,0,0,1,1.0655002658244392,2018,11,3,2,0,0,0,2.983192616059981,0,0
691,2,0,0,1.0013547198921082,1,0,1,1.084237895325059,2018,6,3,2,0,0,0,3.1622776601683795,0,0
705,2,0,0,1.0021480308461783,0,0,1,1.0487203043197235,2018,10,4,2,0,0,0,3.28252509474654,0,0
711,2,0,0,1.0027112750502023,1,0,1,1.0905077326652577,2018,8,31,2,0,0,0,3.088166274990839,0,0
718,2,0,2,1.0031483791904372,1,0,1,1.064311249351468,2018,7,2,2,0,0,0,3.307680383181888,0,0
723,2,0,2,1.0013547198921082,0,0,1,1.0218971486541166,2018,2,5,2,0,0,0,3.0,0,0
725,2,0,0,1.0013547198921082,2,0,1,1.0943165526350405,2018,8,18,2,0,0,0,3.2747221706220526,1,0
738,2,0,2,1.0031483791904372,0,0,1,1.075266575232712,2018,5,11,2,0,0,0,3.235952656112176,0,0
744,2,0,0,1.0021480308461783,1,0,1,1.0934398555453038,2018,11,3,2,0,0,0,3.0714786556407327,0,0
750,2,0,2,1.0021480308461783,2,0,1,1.0515811984959769,2018,4,15,2,0,0,0,3.4961306143332256,0,0
752,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.2747221706220526,1,0
757,2,0,0,1.0027112750502023,2,0,1,1.0929843235188192,2018,9,21,2,0,0,0,3.288868167986058,1,0
762,2,0,2,1.0013547198921082,0,0,1,1.0681517387138426,2018,4,1,2,0,0,0,2.949186471830124,1,0
765,2,0,0,1.0013547198921082,2,0,1,1.0927519925212432,2018,7,21,2,0,0,0,3.2747221706220526,0,0
782,2,0,0,1.0013547198921082,1,0,1,1.0897596415005024,2018,6,17,2,0,0,0,2.942830956382712,0,0
784,2,0,1,1.0,1,0,1,1.0917283126207735,2018,6,4,2,0,0,0,2.815074617565861,0,0
785,2,0,0,1.0,1,0,1,1.042097251734771,2018,10,22,2,0,0,0,3.556558820077845,0,0
791,2,0,0,1.0013547198921082,1,0,1,1.0779518752056911,2018,4,15,2,0,0,0,3.036370276710811,0,0
792,2,0,2,1.0013547198921082,1,0,1,1.0660648233426482,2018,3,20,2,0,0,0,2.942830956382712,0,0
795,2,0,1,1.0,2,0,1,1.0932704292898785,2018,7,30,2,0,0,0,3.2747221706220526,1,0
796,2,0,2,1.0,1,0,1,1.095800886132435,2018,12,24,2,0,0,0,2.974681280784813,0,0
799,2,0,0,1.0027112750502023,1,0,1,1.0863095403573049,2018,8,31,2,0,0,0,3.204130180590121,1,0
805,2,0,2,1.0021480308461783,1,0,1,1.0844282647922778,2018,9,2,2,0,0,0,3.308716137303865,0,0
819,2,0,0,1.0021480308461783,0,0,1,1.0880055964442743,2018,12,29,2,0,0,0,2.9860136051370403,2,0
824,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.23114631499574,0,0
832,2,0,2,1.0021480308461783,1,0,1,1.091288569165527,2018,4,8,2,0,0,0,2.971827866200841,0,0
850,2,0,1,1.0013547198921082,2,0,1,1.0857926613698703,2018,8,22,2,0,0,0,3.179917327239553,1,0
859,2,0,1,0.0,1,0,1,1.0848951769427984,2018,7,10,2,0,0,0,3.2033699171173224,1,0
861,2,0,0,1.0021480308461783,1,0,1,1.0873789746278193,2018,6,7,2,0,0,0,3.3766483753851806,0,0
862,2,0,1,1.0,0,0,1,1.0706571541336565,2018,4,2,2,0,0,0,2.957436025050745,0,0
867,2,0,2,1.0021480308461783,1,0,1,1.063683817871346,2018,2,4,2,0,0,0,2.932476527612365,0,0
872,2,0,1,1.0013547198921082,2,0,1,1.09404730939206,2018,9,30,2,0,0,0,3.556558820077845,0,0
876,2,0,2,1.0013547198921082,0,0,1,1.074439088921014,2018,5,1,2,0,0,0,3.073633324559973,0,0
885,2,0,0,1.0013547198921082,1,0,1,1.0679045054610456,2018,9,6,2,0,0,0,3.147148616054143,1,0
888,2,0,1,0.0,1,0,1,1.0923975545852067,2018,10,16,2,0,0,0,3.080070288241023,0,0
890,2,0,0,1.0031483791904372,1,0,1,1.085078453527264,2018,7,12,2,0,0,0,3.088166274990839,2,0
901,2,0,1,1.0013547198921082,1,0,1,1.091603806358766,2018,5,13,2,0,0,0,3.1219856413521447,0,0
906,2,0,2,1.0,1,0,1,1.0844282647922778,2018,10,1,2,0,0,0,3.230404971293174,2,0
908,2,0,1,1.0,1,0,1,1.070867605488775,2018,11,12,2,0,0,0,3.1104194729904613,0,0
922,2,0,0,1.0021480308461783,1,0,1,1.084141915083845,2018,9,8,2,0,0,0,3.344370064658567,0,0
927,2,0,1,0.0,0,0,1,1.053444946802602,2018,10,3,2,0,0,0,3.350368958834508,0,0
951,2,0,1,1.0,0,0,1,1.0668778437946291,2018,3,28,2,0,0,0,2.991631717659408,0,0
964,2,0,1,1.0013547198921082,2,0,1,1.09889419552933,2018,9,26,2,0,0,0,3.216221452697031,0,0
969,2,0,0,1.0,1,0,1,1.0754273639847725,2018,4,6,2,0,0,0,2.942830956382712,0,0
980,2,0,1,1.0013547198921082,0,0,1,1.0580425948254035,2018,2,22,2,0,0,0,2.891474016212387,0,0
996,2,0,1,1.0013547198921082,1,0,1,1.091603806358766,2018,5,13,2,0,0,0,3.1219856413521447,0,0
1008,2,0,0,1.0013547198921082,1,0,1,1.0330248790212284,2018,2,5,2,0,0,0,3.088590619387661,1,0
1017,2,0,2,1.0021480308461783,1,0,1,1.050212051011507,2018,8,28,2,0,0,0,3.3356475887840578,0,0
1021,2,0,0,1.0013547198921082,1,0,1,1.0779518752056911,2018,4,15,2,0,0,0,3.036370276710811,0,0
1026,2,0,0,1.0021480308461783,1,0,1,1.0934398555453038,2018,11,3,2,0,0,0,3.0714786556407327,0,0
1030,2,0,0,1.0027112750502023,1,0,1,1.0896900015247728,2018,8,2,2,0,0,0,3.088166274990839,0,0
1034,2,0,1,0.0,1,0,1,1.0702282673747676,2018,6,26,2,0,0,0,3.2033699171173224,1,0
1036,2,0,0,1.0027112750502023,1,0,1,1.0876951282367664,2018,5,25,2,0,0,0,3.080925507062355,2,0
1037,2,0,1,1.0013547198921082,0,0,1,1.050212051011507,2018,2,12,2,0,0,0,2.981307501301332,1,0
1048,2,0,1,1.0013547198921082,1,0,1,1.0934959654022929,2018,11,4,2,0,0,0,3.0714786556407327,0,0
1052,2,0,0,1.0027112750502023,1,0,1,1.0746078283213176,2018,9,28,2,0,0,0,3.1622776601683795,0,0
1055,2,0,0,1.0031483791904372,0,0,1,1.07876079775712,2018,8,9,2,0,0,0,3.1895916626878598,0,0
1070,2,0,1,1.0013547198921082,1,0,1,1.0778132578381787,2018,6,24,2,0,0,0,3.080070288241023,0,0
1078,2,0,1,1.0031483791904372,1,0,1,1.034927767079865,2018,8,16,2,0,0,0,3.452010325565812,0,0
1079,2,0,1,1.0013547198921082,0,0,1,1.0395902721109158,2018,4,29,2,0,0,0,3.32570132861294,0,0
1084,2,0,0,1.0013547198921082,2,0,1,1.0927519925212432,2018,7,21,2,0,0,0,3.2747221706220526,0,0
1085,2,0,1,1.0013547198921082,1,0,1,1.064311249351468,2018,11,11,2,0,0,0,3.130169160146574,1,0
1086,2,0,0,1.0013547198921082,0,0,1,1.0487203043197235,2018,10,26,2,0,0,0,3.238531840464366,1,0
1090,2,0,0,1.0031483791904372,1,0,1,1.085078453527264,2018,7,19,2,0,0,0,3.088166274990839,1,0
1091,2,0,0,1.0021480308461783,0,0,1,1.0575897342418854,2018,12,8,2,0,0,0,3.062814313608786,0,0
1098,2,0,0,1.0027112750502023,1,0,1,1.0720783809182668,2018,3,23,2,0,0,0,3.070010886534933,1,0
1113,2,0,1,1.0021480308461783,1,0,1,1.058483563901498,2018,6,20,2,0,0,0,3.0697516498100943,0,0
1117,2,0,1,1.0013547198921082,2,0,1,1.09889419552933,2018,9,26,2,0,0,0,3.216221452697031,0,0
1128,2,0,0,1.0021480308461783,1,0,1,1.0873789746278193,2018,6,7,2,0,0,0,3.3766483753851806,0,0
1129,2,0,1,1.0013547198921082,2,0,1,1.0826339809895424,2018,3,25,2,0,0,0,3.3766483753851806,0,0
1131,2,0,2,1.0031483791904372,1,0,1,1.0819917086956026,2018,7,17,2,0,0,0,3.1770367175650382,1,0
1135,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.2747221706220526,1,0
1147,2,0,1,1.0013547198921082,1,0,1,1.0597410263840643,2018,11,11,2,0,0,0,3.3188838163831265,1,0
1166,2,0,1,1.0021480308461783,1,0,1,1.0891945081452032,2018,10,17,2,0,0,0,3.088166274990839,2,0
1167,2,0,0,1.0013547198921082,0,0,1,1.0828428452183745,2018,7,22,2,0,0,0,3.117869632876235,0,0
1174,2,0,0,1.0021480308461783,1,0,1,1.0765123874016669,2018,6,2,2,0,0,0,3.309750919646873,1,0
1179,2,0,0,1.0013547198921082,1,0,1,1.0575897342418854,2018,8,10,2,0,0,0,3.4143250484737493,1,0
1183,2,0,1,1.0013547198921082,0,0,1,1.0765123874016669,2018,12,16,2,0,0,0,2.983192616059981,1,0
1187,2,0,0,1.0013547198921082,1,0,1,1.0688725197690685,2018,4,1,2,0,0,0,3.056705236269677,0,0
1191,2,0,0,1.0021480308461783,1,0,1,1.0751042573313685,2018,5,4,2,0,0,0,3.1219856413521447,0,0
1192,2,0,2,0.0,1,0,1,1.0809808824755474,2018,4,24,2,0,0,0,3.1219856413521447,0,0
1199,2,0,2,1.0031483791904372,1,0,1,1.0718824758295054,2018,4,13,2,0,0,0,3.088166274990839,0,0
1202,2,0,1,1.0,1,0,1,1.0735693961129855,2018,10,31,2,0,0,0,3.0839131781696474,0,0
1203,2,0,2,1.0031483791904372,0,0,1,1.0775326073502425,2018,6,28,2,0,0,0,3.0418032828110904,0,0
1211,2,0,1,1.0013547198921082,1,0,1,1.0926346495636363,2018,6,17,2,0,0,0,2.9129506302439405,0,0
1212,2,0,2,1.0013547198921082,1,0,1,1.053444946802602,2018,4,17,2,0,0,0,3.176412851709228,0,0
1214,2,0,0,1.0013547198921082,1,0,1,1.0876166309927655,2018,8,30,2,0,0,0,3.1326117442603185,1,0
1215,2,0,0,1.0,0,0,1,1.0712808495610828,2018,6,23,2,0,0,0,3.040825710962972,0,0
1217,2,0,2,1.0013547198921082,1,0,1,1.0883859939457965,2018,10,29,2,0,0,0,2.892507608519078,0,0
1225,2,0,2,1.0013547198921082,1,0,1,1.0660648233426482,2018,3,20,2,0,0,0,2.942830956382712,0,0
1227,2,0,0,1.0,1,0,1,1.0906403420451125,2018,9,29,2,0,0,0,3.2101928948881877,1,0
1229,2,0,1,1.0013547198921082,1,0,1,1.09332708868877,2018,9,16,2,0,0,0,3.1622776601683795,0,0
1231,2,0,1,1.0021480308461783,1,0,1,1.0903740995151805,2018,9,29,2,0,0,0,3.164646704901421,1,0
1236,2,0,0,1.0021480308461783,1,0,1,1.0857049876585956,2018,9,29,2,0,0,0,3.106173838539277,1,0
1237,2,0,2,1.0021480308461783,1,0,1,1.0791513639948522,2018,6,19,2,0,0,0,2.9976825011674797,0,0
1241,2,0,1,1.0013547198921082,0,0,1,1.0254663322098765,2018,3,7,2,0,0,0,3.0714786556407327,1,0
1250,2,0,0,1.0,0,0,1,1.0855282906447077,2018,11,25,2,0,0,0,2.9038046755133373,0,0
1265,2,0,0,1.0013547198921082,1,0,1,1.0786286041015718,2018,5,6,2,0,0,0,3.2033699171173224,0,0
1274,2,0,2,1.0013547198921082,0,0,1,1.0869754605522537,2018,7,30,2,0,0,0,2.9976825011674797,0,0
1280,2,0,1,1.0021480308461783,1,0,1,1.0766619143791505,2018,6,30,2,0,0,0,3.036370276710811,0,0
1281,2,0,0,1.0,1,0,1,1.053444946802602,2018,5,21,2,0,0,0,3.4459167266545947,1,0
1285,2,0,1,1.0,2,0,1,1.0932704292898785,2018,7,30,2,0,0,0,3.2747221706220526,1,0
1292,2,0,2,1.0013547198921082,1,0,1,1.0886843939206197,2018,9,18,2,0,0,0,3.308716137303865,1,0
1306,2,0,2,1.0013547198921082,0,0,1,1.076055790884512,2018,3,27,2,0,0,0,3.002312140444423,0,0
1311,2,0,0,1.0021480308461783,0,0,1,1.0655002658244392,2018,5,17,2,0,0,0,3.28252509474654,0,0
1314,2,0,0,1.0013547198921082,1,0,1,1.094155508072848,2018,9,15,2,0,0,0,3.309750919646873,0,0
1333,2,0,0,1.0027112750502023,1,0,1,1.0545811871312345,2018,7,26,2,0,0,0,3.4143250484737493,1,0
1341,2,0,2,1.0,1,0,1,1.0732087004108508,2018,3,26,2,0,0,0,3.1622776601683795,0,0
1344,2,0,0,1.0013547198921082,1,0,1,1.094155508072848,2018,9,15,2,0,0,0,3.309750919646873,0,0
1345,2,0,1,1.0021480308461783,1,0,1,1.069788271482082,2018,3,17,2,0,0,0,2.990697562442441,0,0
1349,2,0,1,1.0,2,0,1,1.0898980859701808,2018,6,6,2,0,0,0,3.2747221706220526,0,0
1358,2,0,0,1.0013547198921082,2,0,1,1.0927519925212432,2018,7,21,2,0,0,0,3.2747221706220526,0,0
1367,2,0,0,1.0,0,0,1,1.076055790884512,2018,10,11,2,0,0,0,3.2237097954706257,0,0
1369,2,0,1,1.0021480308461783,0,0,1,1.076055790884512,2018,4,18,2,0,0,0,2.957436025050745,1,0
1380,2,0,2,1.0,0,0,1,1.0571243174574456,2018,5,22,2,0,0,0,3.147148616054143,0,0
1383,2,0,0,1.0021480308461783,1,0,1,1.0936632148393106,2018,11,23,2,0,0,0,2.974681280784813,2,0
1386,2,0,0,1.0,1,0,1,1.0880055964442743,2018,8,12,2,0,0,0,2.990697562442441,0,0
1390,2,0,0,1.0021480308461783,1,0,1,1.0528465026159506,2018,5,10,2,0,0,0,3.4459167266545947,0,0
1391,2,0,0,1.0021480308461783,1,0,1,1.0873789746278193,2018,6,7,2,0,0,0,3.3766483753851806,0,0
1400,2,0,0,1.0013547198921082,2,0,1,1.0905077326652577,2018,6,15,2,0,0,0,3.3369939654815144,1,0
1418,2,0,1,1.0013547198921082,0,0,1,1.0381778546271243,2018,4,29,2,0,0,0,3.32570132861294,0,0
1427,2,0,2,1.0013547198921082,1,0,1,1.0817721678796457,2018,7,23,2,0,0,0,3.2270625923006,1,0
1441,2,0,1,1.0013547198921082,1,0,1,1.0855282906447077,2018,6,3,2,0,0,0,3.389561224270194,0,0
1443,2,0,1,1.0013547198921082,0,0,1,1.076055790884512,2018,10,24,2,0,0,0,3.0749239539959765,0,0
1449,2,0,0,1.0013547198921082,1,0,1,1.0932704292898785,2018,11,18,2,0,0,0,2.68534961428265,0,0
1459,2,0,2,1.0,0,0,1,1.064311249351468,2018,2,27,2,0,0,0,2.928005139978604,1,0
